Date,Finished Todos (Actual),Total Todos,Day Quality,Long Nap Hours,Did Not Exercise,Day Quality - Sleep Very Late,Day Quality - Sleep Late,Day Quality - Wake Up Very Late,Day Quality - Wake Up Late,Productivity,Productivity - Num,Weekday,Night Sleep Hours,Sleep Hours,Mood,Effectiveness,Exercised,Nap Hours,Sleep At,Things Learned,Wake At,Weight,Bad Decisions,Disappointments,Good Decisions,Sleep Quality,[OLD] Bad Decisions Summary,Bad Decisions Made,Calories Intake,Check-Ins,Food,Mindset Sculpting,Money Spend,Process & Archievements,Summary
"March 5, 2023",8,10,🔵🔵⚪️🟣⚫️⚪️⚪️,1,0,0,1,1,1,Productive,1,Sunday,8,11,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8,Yes,3,1.5,Better understanding of sk learn pipelines and customized transformer design. ,9.5,119.6,Heavy dinner. Eat late. ,,,Good,,Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21),1130,"Wake up late, but get well rested. Today going to focus on complete housework, deep cleaning. Weekly review, and need to work on Family Mark code review tonight. (https://www.notion.so/Wake-up-late-but-get-well-rested-Today-going-to-focus-on-complete-housework-deep-cleaning-Weekly-280e50a699614efebd7bc57f43977224?pvs=21)","Tom Yum Soup (https://www.notion.so/Tom-Yum-Soup-ff160fb5d6c94a39b694b897f4cc1256?pvs=21), Pineapple Rice (https://www.notion.so/Pineapple-Rice-53d873b303f648b9b644ef06f93b7b3c?pvs=21)","If you are not uncomfortable in your work as a leader, then you are probably not living up to your potential.  (https://www.notion.so/If-you-are-not-uncomfortable-in-your-work-as-a-leader-then-you-are-probably-not-living-up-to-your-p-31937e8b550b4d93b28ab6809c702a66?pvs=21)",54,,"Wake up late, but get well rested. Today going to focus on complete housework, deep cleaning. Weekly review, and need to work on Family Mark code review tonight."
"March 4, 2023",4,8,🔵🔵⚪️🟣⚪️⚪️🔴,1,1,0,0,1,1,Not Productive,-1,Saturday,9.5,13.5,Exhausted (https://www.notion.so/Exhausted-9314f6c5c3564093afdabb9648c25d44?pvs=21),0.5,No,4,11,Sensitivity and Specificity,8.5,120.1,,,,Good,,,1039,"Sick, rest for the whole day. Morning don’t want to start review and routine process. Lunch eat a lot.  (https://www.notion.so/Sick-rest-for-the-whole-day-Morning-don-t-want-to-start-review-and-routine-process-Lunch-eat-a-lo-fbb671affc9d4ee1aed5a046c92ba6c8?pvs=21)","Dumplings (https://www.notion.so/Dumplings-1a832620f3494afdb28939c4ef6581c2?pvs=21), Green curry with rice (https://www.notion.so/Green-curry-with-rice-25e90df5f4f64cf7b216da30be36f2b3?pvs=21)","Self-leadership consists of four elements : Self-discovery, self-acceptance, self-management and self-growth (https://www.notion.so/Self-leadership-consists-of-four-elements-Self-discovery-self-acceptance-self-management-and-sel-1d3c0ea06dda42b5bfa634dc83c25df6?pvs=21)",94,,"Sick, rest for the whole day. Morning don’t want to start review and routine process. Lunch eat a lot. "
"March 3, 2023",5,6,🔵🔵⚪️⚪️⚫️⚫️⚪️,0,0,1,1,1,1,Productive,1,Friday,5.5,5.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8333333333,Yes,0,2.9,Pipeline of splitting and Stratefy data,8.4,118,,,,Good,,,795,"Wake up, and went back to sleep again because too sleepy. (https://www.notion.so/Wake-up-and-went-back-to-sleep-again-because-too-sleepy-1f1322520bb342b99b994841b4e6a2a2?pvs=21)",Beef Salad (https://www.notion.so/Beef-Salad-16a86d1debe945d58c845328616c81f8?pvs=21),Result is the measurement of the productivity. (https://www.notion.so/Result-is-the-measurement-of-the-productivity-4aa79e3e5037419a804eb148e0aed9ba?pvs=21),115,,"Wake up, and went back to sleep again because too sleepy."
"March 2, 2023",7,7,⚪️⚪️⚪️🟣⚫️⚪️⚪️,1,0,0,1,0,0,Very Productive,2,Thursday,4.49,6.99,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2.5,2,Pandas validate with testing set. Model deployment and maintenance. ,6.49,118.7,,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),1292,"Wake up early, distracted a bit. Planning to go for a jog later. (from 8 to 9) (https://www.notion.so/Wake-up-early-distracted-a-bit-Planning-to-go-for-a-jog-later-from-8-to-9-49f183e200a340b8be6c5ad410abc30e?pvs=21)","Beef Salad (https://www.notion.so/Beef-Salad-16a86d1debe945d58c845328616c81f8?pvs=21), Dumplings (https://www.notion.so/Dumplings-1a832620f3494afdb28939c4ef6581c2?pvs=21)","Magic will find those with pure hearts, even when all seems  lost.  (https://www.notion.so/Magic-will-find-those-with-pure-hearts-even-when-all-seems-lost-18603f0e88664845bfd5a405217b9414?pvs=21)",32,,"Wake up early, distracted a bit. Planning to go for a jog later. (from 8 to 9)"
"March 1, 2023",7,7,⚪️⚪️⚪️🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Wednesday,5,7,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Languishing  (https://www.notion.so/Languishing-abf0876ad57e45be865acf8eedd0d5de?pvs=21)",1,Yes,2,2,Scikit learn grid search validation. Save models as pickle file. ,7,118.6,,,,Good,,,1684,"Wake up on time, a bit distracted by social media, don’t want to start the morning review. A bit hungry, want to eat something, but I shouldn’t. Today going to focus on complete everything for Mediacorp MT Sprint 3 (https://www.notion.so/Wake-up-on-time-a-bit-distracted-by-social-media-don-t-want-to-start-the-morning-review-A-bit-hun-10c5b994e07945cca9f0654b2db4d875?pvs=21)","Half roasted chicken (https://www.notion.so/Half-roasted-chicken-acbfffdb6cf64c62afb5dacb0b58dbc7?pvs=21), McDonald Butter Milk Crispy Chicken Burger (https://www.notion.so/McDonald-Butter-Milk-Crispy-Chicken-Burger-e0950cff7ec0494cb6eafaf06070f31c?pvs=21)",How to operate at the most optimal and what is affecting my productivity? (https://www.notion.so/How-to-operate-at-the-most-optimal-and-what-is-affecting-my-productivity-9033d5c2154f40bb9f27827060336dc0?pvs=21),63,,"Wake up on time, a bit distracted by social media, don’t want to start the morning review. A bit hungry, want to eat something, but I shouldn’t. Today going to focus on complete everything for Mediacorp MT Sprint 3"
"February 28, 2023",7,7,⚪️⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Tuesday,3.99,6.49,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2.5,2,SKlearn pipelines. Feed data to ML model,5.99,118.6,,,,Good,,Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21),3300,Wake up and spent 1.5h eat breakfast. Time wasted. (https://www.notion.so/Wake-up-and-spent-1-5h-eat-breakfast-Time-wasted-4d841ad7a3b34162a58ab5089c3b76a3?pvs=21),"Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Full Pizza with Side (https://www.notion.so/Full-Pizza-with-Side-5c9cbfa372ac4dd0a8075fafaff63542?pvs=21)",Whatever you have been expecting for a long time comes as less of a shock (https://www.notion.so/Whatever-you-have-been-expecting-for-a-long-time-comes-as-less-of-a-shock-e227c2234ba84985be042e39254d8827?pvs=21),71,,Wake up and spent 1.5h eat breakfast. Time wasted.
"February 27, 2023",8,8,⚪️⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,0,Very Productive,2,Monday,4.49,6.99,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2.5,1.5,scikit learn transformer function structure. One hot encoding. Random forest with time series,5.99,118.4,,,,Good,,,2165,Wake up and get started easily. Today I am going to focus on Mediacorp mt mfa UI and services. Also need to test the devices for M1 demo.  (https://www.notion.so/Wake-up-and-get-started-easily-Today-I-am-going-to-focus-on-Mediacorp-mt-mfa-UI-and-services-Also--4b49ee5299b54e6a8a177c019a158065?pvs=21),"OFC Burger (https://www.notion.so/OFC-Burger-5602e4c437174f5a9b4b372c6e37cdef?pvs=21), Half roasted chicken (https://www.notion.so/Half-roasted-chicken-acbfffdb6cf64c62afb5dacb0b58dbc7?pvs=21)","A new type of thinking is essential if mankind is to survive and move toward higher levels. (https://www.notion.so/A-new-type-of-thinking-is-essential-if-mankind-is-to-survive-and-move-toward-higher-levels-945ab073473644909ee41f46c4a018b7?pvs=21), 士大夫三日不读书，则义理不交于胸中，对镜觉面目可憎，向人亦语言无味。 (https://www.notion.so/aa44911c9b8242e28e45d2309eefe08c?pvs=21)",35,Bought dumb bell and start to exercise at home,Wake up and get started easily. Today I am going to focus on Mediacorp mt mfa UI and services. Also need to test the devices for M1 demo. 
"February 26, 2023",7,9,🔵🔵⚪️⚪️⚪️⚪️⚪️,0,0,0,0,1,1,Rest Day,0,Sunday,7.9,7.9,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7777777778,Yes,,12.5,Training regression random forest with time series data and evaluate predictions. Change the window width of time series shifting. ,8.4,118.4,,,,Good,,,795,Wake up not too late. Getting better to start the day.  (https://www.notion.so/Wake-up-not-too-late-Getting-better-to-start-the-day-8abab0cf0e9442218d2769d9f3726c17?pvs=21),Beef Salad (https://www.notion.so/Beef-Salad-16a86d1debe945d58c845328616c81f8?pvs=21),"Learn to do everything lightly, think lightly, act lightly, feel lightly.  (https://www.notion.so/Learn-to-do-everything-lightly-think-lightly-act-lightly-feel-lightly-7c41fe780e8c479da9747ccf0a15d3ef?pvs=21)",85,Good reading time at coney island,Wake up not too late. Getting better to start the day. 
"February 25, 2023",8,10,🔵🔵🟤⚪️⚪️⚪️⚪️,0,0,0,0,1,1,Productive,1,Saturday,11,11,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8,Yes,,12.5,Visualize latitude and longitude data with scatter chart. User color to represent the dot value. ,11.5,117.8,,,,Good,,,2299,"Sleep till noon, but most of tasks done (https://www.notion.so/Sleep-till-noon-but-most-of-tasks-done-ced4cc66b3d9413e90408ed1cee8d452?pvs=21)","Katsu Curry Rice (https://www.notion.so/Katsu-Curry-Rice-e56407e36f9f47a896d7aacbadaec5ee?pvs=21), Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21)","All judgments are incomplete. We never know the full story, so be kind.  (https://www.notion.so/All-judgments-are-incomplete-We-never-know-the-full-story-so-be-kind-f59d3c096fd3432f8dc3c7f23be86186?pvs=21), 最好的领导是仆人 (https://www.notion.so/7013fea52d754e5d9bdc0b3a64a7bc8a?pvs=21)",124,,"Sleep till noon, but most of tasks done"
"February 24, 2023",7,10,⚪️⚪️⚪️⚪️⚫️⚫️⚪️,0,0,1,1,0,0,Very Productive,2,Friday,4.24,5.24,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21)",0.7,Yes,1,2.25,Use CRC32 algorithm to split the training and testing data. Make sure from time to time the testing data is consistent. ,6.49,119,,,,Good,,,1008,"Feeling a lot better than yesterday. But struggling about what to focus, data science practice / MT frontend ??? (https://www.notion.so/Feeling-a-lot-better-than-yesterday-But-struggling-about-what-to-focus-data-science-practice-MT--1df5ac84d04f49f1ac49d640aef4ede5?pvs=21)","Burrito (Beef) (https://www.notion.so/Burrito-Beef-40d1b7e6c088441dab02f32553b29bad?pvs=21), Nachos (https://www.notion.so/Nachos-2e809e8bd1d34cbda9d3362b629c8a1b?pvs=21)","痛苦的界限在于理性的觉醒 (https://www.notion.so/3f5de747168544c280ca042483888e5c?pvs=21), 做你应该做的事情 (https://www.notion.so/5f4b99e7d77642c3b05b2cfea9d898d5?pvs=21), 知行合一 (https://www.notion.so/9e3f41e605e84cc99abff45cb59b1855?pvs=21)",53,First fitness Friday,"Feeling a lot better than yesterday. But struggling about what to focus, data science practice / MT frontend ???"
"February 23, 2023",6,6,🔵🔵⚪️⚪️⚪️⚪️⚪️,0,0,0,0,1,1,Productive,1,Thursday,11.5,12,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,0.5,12,"Process of inspecting data, histogram and bins. ",11.5,118,,,,Good,,,1590,Sleep till noon. Watched too much youtube random content. Time wasted.  (https://www.notion.so/Sleep-till-noon-Watched-too-much-youtube-random-content-Time-wasted-ac0352086b9a4cf894b802098b473e1f?pvs=21),"Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Mutton Soup (https://www.notion.so/Mutton-Soup-1f393c59a0f74709aa9b839115a7a5f6?pvs=21)",Jesus says: whoever would be great among you must be your servant. Even as the Son of the Man come not to be served but to serve. And to give his life as a reason for many.  (https://www.notion.so/Jesus-says-whoever-would-be-great-among-you-must-be-your-servant-Even-as-the-Son-of-the-Man-come-n-5ff4c9a57e29467a87ab5713685c5d32?pvs=21),71,,Sleep till noon. Watched too much youtube random content. Time wasted. 
"February 22, 2023",8,9,⚪️⚪️⚪️⚪️⚫️⚫️⚪️,0,0,1,1,0,0,Productive,1,Wednesday,3.99,3.99,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8888888889,Yes,,2.5,Always wrap code as functions.,6.49,118.6,Heavy dinner,,,Good,,"Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21), Social media distraction (https://www.notion.so/Social-media-distraction-9287a63e8c1c4ad989b6d783b9fa116a?pvs=21)",1720,Productive day (https://www.notion.so/Productive-day-c0165cbc63e648f8a2b97d26fe8b911d?pvs=21),"Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Generic Snack (https://www.notion.so/Generic-Snack-3493943990804927b4aaa099892196d8?pvs=21)",学习是为了更清楚地了解事物的因果关系 (https://www.notion.so/8dafff0f2cf3471295225f328c25099e?pvs=21),49,,Productive day
"February 21, 2023",7,9,⚪️⚪️🟤🟣⚪️⚪️⚪️ Missing Calories. ,1,0,0,0,0,0,Productive,1,Tuesday,8,9.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7777777778,Yes,1.5,10.5,"Root Mean Square Error, MAE . Measure the error rate of a prediction.",6.5,117.2,,,,Good,,,,Wasted morning time for 1 hour. (https://www.notion.so/Wasted-morning-time-for-1-hour-d874e7924e6c4d1e8d4e913afdaf8a97?pvs=21),,痛苦是动物性的，不纯粹的理性会放大痛苦，纯粹的理性则会减小痛苦。 (https://www.notion.so/bf61c420cc5e4ff09e9d6cac588a6fa1?pvs=21),39,,Wasted morning time for 1 hour.
"February 20, 2023",6,9,⚪️⚪️🟤⚪️⚫️⚪️🔴,0,1,0,1,0,0,Rest Day,0,Monday,4.49,4.49,"Exhausted (https://www.notion.so/Exhausted-9314f6c5c3564093afdabb9648c25d44?pvs=21), Tired (https://www.notion.so/Tired-d891dbb425b84125b71790d4d6a6bb71?pvs=21)",0.6666666667,No,,2,Checklist for Machine Learning project. Decision tree regerssor and classifier,6.49,117.2,,,,Good,,,1995,"Morning gets very tiring, keep wanting to sleep more,  (https://www.notion.so/Morning-gets-very-tiring-keep-wanting-to-sleep-more-c4b1f294ba804c78a2d3a56172f79c56?pvs=21)","Beef Salad (https://www.notion.so/Beef-Salad-16a86d1debe945d58c845328616c81f8?pvs=21), Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21)","You don’t need big goals to be successful.  (https://www.notion.so/You-don-t-need-big-goals-to-be-successful-e55b8f5fd49446cf84356284e3e2c6ee?pvs=21), Enthusiasm is common, endurance is rare (https://www.notion.so/Enthusiasm-is-common-endurance-is-rare-d93bd6a2cfc3412391e3c6198af9334c?pvs=21)",89,,"Morning gets very tiring, keep wanting to sleep more, "
"February 19, 2023",4,5,🔵🔵🟤⚪️⚫️⚫️🔴 Missing Calories. ,0,1,1,1,1,1,Very Productive,2,Sunday,5.99,5.99,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8,No,,2.5,Reviewed machine learning basic concepts. Generic supervised learning problems - classification and regression. ,8.49,117.9,,,,Good,,,,Early. Forced myself start morning review. Browsed lazada.  (https://www.notion.so/Early-Forced-myself-start-morning-review-Browsed-lazada-377bfb1c7c2c425594d1d830fb974633?pvs=21),,"只有当我们越远离生命，才越接近真理。 (https://www.notion.so/6b0b388a41c04730b4c05a53328287b3?pvs=21), 学习是为了更清楚地了解事物的因果关系 (https://www.notion.so/35e7eff55fcd4d269a7b842beca16a32?pvs=21)",63,,Early. Forced myself start morning review. Browsed lazada. 
"February 18, 2023",8,9,🔵🔵⚪️🟣⚪️⚪️⚪️,1,0,0,0,1,1,Productive,1,Saturday,10,12,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8888888889,Yes,2,11.5,"Overfitting and underfitting, ways to avoid the data issues, dimensional reduction. ",9.5,117.6,Heavy lunch after house work,,,Good,,Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21),520,"Morning don’t want to do anything, wasted time till noon. (https://www.notion.so/Morning-don-t-want-to-do-anything-wasted-time-till-noon-f5451ad02c1d4eb2b69e2c9b9217ac0e?pvs=21)",Generic Snack (https://www.notion.so/Generic-Snack-3493943990804927b4aaa099892196d8?pvs=21),Freedom is not produced by a full enjoyment of what is desired. But by controlling the desire.  (https://www.notion.so/Freedom-is-not-produced-by-a-full-enjoyment-of-what-is-desired-But-by-controlling-the-desire-38b2cd7c9d584f0cb4ba719331131cf3?pvs=21),71.6,,"Morning don’t want to do anything, wasted time till noon."
"February 17, 2023",7,7,🔵⚪️⚪️⚪️⚫️⚫️⚪️,0,0,1,1,0,1,Very Productive,2,Friday,5,5,Fulfilling (https://www.notion.so/Fulfilling-dc8f2782d989483c9f4afab567d062df?pvs=21),1,Yes,,3,Linear regression process. Different variations of ensamble learning. Binary search.,8,119,,,,Good,,,1119,"Morning wasted 2 hours, don’t want to start the day.  (https://www.notion.so/Morning-wasted-2-hours-don-t-want-to-start-the-day-6a80ec44b9c74cc3a271f713b37fe4dd?pvs=21)","Other - Light Dinner (https://www.notion.so/Other-Light-Dinner-29b61cd6c383430d8ba792965a247c91?pvs=21), Generic Snack (https://www.notion.so/Generic-Snack-3493943990804927b4aaa099892196d8?pvs=21)",君子谋道不谋食。耕者，馁在其中矣。学者，禄在其中矣。君子忧道不忧贫。 (https://www.notion.so/401bce986fdd43b385e7fc6079f05fdf?pvs=21),27,,"Morning wasted 2 hours, don’t want to start the day. "
"February 16, 2023",8,8,🔵⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,1,Productive,1,Thursday,6.75,8.75,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2,1,instance based learning vs model based learning. ,7.75,119.2,,,,Normal,,"Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21), Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21)",207,Exhausted because of client meeting. (https://www.notion.so/Exhausted-because-of-client-meeting-05aba370f1f24618a03ec5223e142aea?pvs=21),Ice cream  (https://www.notion.so/Ice-cream-f75f385c59ab42a58ac79f2ffe57712c?pvs=21),Small-minded people blame others. Average people blame themselves. The wise see all blame as foolishness.  (https://www.notion.so/Small-minded-people-blame-others-Average-people-blame-themselves-The-wise-see-all-blame-as-foolish-52b2b1d102394f97b31c4cf5881d241d?pvs=21),75,,Exhausted because of client meeting.
"February 15, 2023",7,7,⚪️⚪️⚪️🟣⚫️⚫️⚪️,1,0,1,1,0,0,Productive,1,Wednesday,4.49,6.49,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2,2.5,"Bagging algorithm. simi-supervised learning. Online and offline learning, ",6.99,118.2,,,,Good,,,800,Wake up early with fully recharged.  (https://www.notion.so/Wake-up-early-with-fully-recharged-fe2fd788e7324a578e86e71933d2ea48?pvs=21),Heavy Breakfast (https://www.notion.so/Heavy-Breakfast-d7f2a6948d934e1e8c2b875166d2c937?pvs=21),"These are signs of a wise man, to reprove nobody, to praise nobody, to blame nobody, nor even speak of himself or his own merits.  (https://www.notion.so/These-are-signs-of-a-wise-man-to-reprove-nobody-to-praise-nobody-to-blame-nobody-nor-even-speak--3203aacc5a2e470cbd9f26ddee558a69?pvs=21)",72,,Wake up early with fully recharged. 
"February 14, 2023",6,7,⚪️⚪️🟤🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Tuesday,5.49,10.49,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Languishing  (https://www.notion.so/Languishing-abf0876ad57e45be865acf8eedd0d5de?pvs=21)",0.8571428571,Yes,5,12,"Decision trees details, calculation of gini impurity, prevent tree from over fitting. handle missing value. Predict numeric value. ",5.49,117.3,,,,Good,,,2300,"Wake up on time. Feels a bit distracted when starting morning reviewing - for a few minute, don’t know what is my next action, only knows I need to do my review.  (https://www.notion.so/Wake-up-on-time-Feels-a-bit-distracted-when-starting-morning-reviewing-for-a-few-minute-don-t-kn-7bbc861741e94617a0a20518a67d365f?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Hot Pot 2 person set (https://www.notion.so/Hot-Pot-2-person-set-5ecfcccf79e3428088a6e4f9246943e8?pvs=21)","Do what I want, when I want, in a way I want.  (https://www.notion.so/Do-what-I-want-when-I-want-in-a-way-I-want-536b150798574c1facdf5b88747cac76?pvs=21), Cherish some man of high character, and keep him ever before your eyes, living as if he were watching you, and ordering all your actions as if he behind them.  (https://www.notion.so/Cherish-some-man-of-high-character-and-keep-him-ever-before-your-eyes-living-as-if-he-were-watchin-418f4d4c2e494c2b87d4e007405d64fe?pvs=21)",43,,"Wake up on time. Feels a bit distracted when starting morning reviewing - for a few minute, don’t know what is my next action, only knows I need to do my review. "
"February 13, 2023",7,7,⚪️⚪️⚪️⚪️⚫️⚫️⚪️,0,0,1,1,0,0,Productive,1,Monday,3.1,3.1,Languishing  (https://www.notion.so/Languishing-abf0876ad57e45be865acf8eedd0d5de?pvs=21),1,Yes,0,3,"Unsupervised learning, outlier and anomaly detection. ",6.1,118.7,,,,Good,,,1200,Wake up early before alarm clock. (https://www.notion.so/Wake-up-early-before-alarm-clock-718c050e404f4afdad9999df1c4adff6?pvs=21),Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21),以欢迎的目光看待和接受一切，根据其价值运用每一事物 (https://www.notion.so/b8407fd1906040af88afa84818f9f537?pvs=21),32,,Wake up early before alarm clock.
"February 12, 2023",8,8,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Sunday,6.25,8.25,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2,1,"Random forest knowedges, convert time series data to supervised learning problem. Basics of machine learning. ",7.25,118.9,,,,Good,,,1200,"Wake up early, after morning routine, back to sleep again. (https://www.notion.so/Wake-up-early-after-morning-routine-back-to-sleep-again-d6e498fa79454c31a483fd98e06e97e5?pvs=21)",Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21),任何一件事，只要它的因果关系是好的，都值得去做。 (https://www.notion.so/e457acb3a3784e46b7bdaee7b0e3dfeb?pvs=21),44,,"Wake up early, after morning routine, back to sleep again."
"February 11, 2023",8,10,🔵🔵🟤⚪️⚫️⚫️🔴,0,1,1,1,1,1,Rest Day,0,Saturday,7.5,7.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8,No,,4,Didn’t read or practice coding today.,11.5,119.1,,,,Good,,Night snacks  (https://www.notion.so/Night-snacks-3ecc997def72490aa9f625d2448204fc?pvs=21),2027,Wake up very late. Watch too much tv-series.  (https://www.notion.so/Wake-up-very-late-Watch-too-much-tv-series-2faa0a927ddf4b1ebcbfdf6815682747?pvs=21),"Curry Rice (https://www.notion.so/Curry-Rice-0af932fb4dc14714b413a36a81730829?pvs=21), Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21)","Whoever we are, whatever we are doing and wherever we are going, we own it to ourselves, to our art, to the world to do it well.  (https://www.notion.so/Whoever-we-are-whatever-we-are-doing-and-wherever-we-are-going-we-own-it-to-ourselves-to-our-art--8444fb1b4a444ffcbc38d2a392c74e58?pvs=21)",79,,Wake up very late. Watch too much tv-series. 
"February 10, 2023",7,7,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Friday,7.4,9.4,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Exhausted (https://www.notion.so/Exhausted-9314f6c5c3564093afdabb9648c25d44?pvs=21), Distracted (https://www.notion.so/Distracted-3c8a975887d64bb19df527414b37eedc?pvs=21)",1,Yes,2,11,Train and validate random forest regression model for time series. ,6.4,118.1,,,,Good,,,1083,"Sleep early, wake up early, spent extra time to fill up the left over night reviews. (https://www.notion.so/Sleep-early-wake-up-early-spent-extra-time-to-fill-up-the-left-over-night-reviews-97fb5dbb85134c7ea29a8d865cd22275?pvs=21)",KFC 3 Pcs Chicken (https://www.notion.so/KFC-3-Pcs-Chicken-a39aff78bf544fdb9a385d034b54fa41?pvs=21),Whatever happens to you has been waiting to happen since the beginning of time. The twinning stands of feat wove both of them together: your own existence and the things that happen to you.  (https://www.notion.so/Whatever-happens-to-you-has-been-waiting-to-happen-since-the-beginning-of-time-The-twinning-stands--7bdec074d5de4fbc931a18ebbb13cee3?pvs=21),55,,"Sleep early, wake up early, spent extra time to fill up the left over night reviews."
"February 9, 2023",6,7,⚪️⚪️⚪️🟣⚫️⚫️🔴,1,1,1,1,0,0,Not Productive,-1,Thursday,3.49,5.49,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Exhausted (https://www.notion.so/Exhausted-9314f6c5c3564093afdabb9648c25d44?pvs=21)",0.8571428571,No,2,3,Convert univariable and multivariable time series data in to supervised machine learning problem. The width of sliding window  can be used for multi step prediction.,6.49,117.4,,,,Good,,Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21),800,Wake up early. Feeling sleepy and tired.  (https://www.notion.so/Wake-up-early-Feeling-sleepy-and-tired-582ff2630a5f4f4caf3fa48127bce963?pvs=21),Chicken Rice (https://www.notion.so/Chicken-Rice-869a67808e694ca4acc126b05720e632?pvs=21),"Work more on things that I enjoy, avoid things that I don’t enjoy.  (https://www.notion.so/Work-more-on-things-that-I-enjoy-avoid-things-that-I-don-t-enjoy-a2c2e8178b124a5e86c4c4c6df9cf778?pvs=21), Make things better by doing better things. (https://www.notion.so/Make-things-better-by-doing-better-things-4060240e3032433398fa772cb98ad351?pvs=21)",67.6,,Wake up early. Feeling sleepy and tired. 
